Country,Year,Type,Value,Sector,Department,Programme,Sub-Programme,Name,Notes,Changes
Vanuatu,2014,aggr,31279381,Prime Ministers Ministry,Internal Security and Border Control,Police Maritime Wing,,Police Maritime Wing,,
Vanuatu,2014,aggr,13000000,Prime Ministers Ministry,Parliamentary Secretariat,,,Parliamentary Secretariat,,
Vanuatu,2014,aggr,4177924503,Ministry of Education,,,,Ministry of Education,,
Vanuatu,2014,aggr,45997083,Ministry of Education,Cabinet Support,,,Cabinet Support,,
Vanuatu,2014,aggr,148993229,Ministry of Education,Executive Management and Corporate Services,,,Executive Management and Corporate Services,,
Vanuatu,2014,aggr,8466217,Ministry of Education,Executive Management and Corporate Services,Director General's Division,Office of the Director General,Office of the Director General,,
Vanuatu,2014,aggr,9188089,Ministry of Education,Executive Management and Corporate Services,Director General's Division,Internal Audit Unit,Internal Audit Unit,,
Vanuatu,2014,aggr,6467023,Ministry of Education,Executive Management and Corporate Services,Director General's Division,Human Resource Management Unit,Human Resource Management Unit,,
Vanuatu,2014,aggr,24121329,Ministry of Education,Executive Management and Corporate Services,Director General's Division,,Director General's Division,,
Vanuatu,2014,aggr,0,Ministry of Education,Executive Management and Corporate Services,Director General's Division,Office of the Director of Administration & Finance,Office of the Director of Administration & Finance,,
Vanuatu,2014,aggr,14706747,Ministry of Education,Executive Management and Corporate Services,Administration & Finance Division,Finance Unit,Finance Unit,,
Vanuatu,2014,aggr,13605221,Ministry of Education,Executive Management and Corporate Services,Administration & Finance Division,Training and Scholarship Coordination Unit,Training and Scholarship Coordination Unit,,
Vanuatu,2014,aggr,9612051,Ministry of Education,Executive Management and Corporate Services,Administration & Finance Division,Administration Unit,Administration Unit,,
Vanuatu,2014,aggr,3864515,Ministry of Education,Executive Management and Corporate Services,Administration & Finance Division,Procurement & Assets Unit,Procurement & Assets Unit,,
Vanuatu,2014,aggr,0,Ministry of Education,Executive Management and Corporate Services,Administration & Finance Division,Policy and Planning Unit,Policy and Planning Unit,,
Vanuatu,2014,aggr,75637339,Ministry of Education,Executive Management and Corporate Services,Administration & Finance Division,,Administration & Finance Division,,
Vanuatu,2014,aggr,5952954,Ministry of Education,Executive Management and Corporate Services,Policy & Planning Division,Office of the Director of Policy and Planning,Office of the Director of Policy and Planning,,
Vanuatu,2014,aggr,6451524,Ministry of Education,Executive Management and Corporate Services,Policy & Planning Division,Facilities Unit,Facilities Unit,,
Vanuatu,2014,aggr,19227201,Ministry of Education,Executive Management and Corporate Services,Policy & Planning Division,Information and Communication Technology Unit,Information and Communication Technology Unit,,
Vanuatu,2014,aggr,6262565,Ministry of Education,Executive Management and Corporate Services,Policy & Planning Division,VEMIS Unit,VEMIS Unit,,
Vanuatu,2014,aggr,2292658,Ministry of Education,Executive Management and Corporate Services,Policy & Planning Division,Human Resource Development,Human Resource Development,,
Vanuatu,2014,aggr,49234561,Ministry of Education,Executive Management and Corporate Services,Policy & Planning Division,,Policy & Planning Division,,
Vanuatu,2014,aggr,8452500,Ministry of Education,School Administration Division,Office of the Director of School Administration,,Office of the Director of School Administration,,
Vanuatu,2014,aggr,13826647,Ministry of Education,School Administration Division,Primary Education Unit,,Primary Education Unit,,
Vanuatu,2014,aggr,6367806,Ministry of Education,School Administration Division,Secondary Education Unit,,Secondary Education Unit,,
Vanuatu,2014,aggr,2920543,Ministry of Education,School Administration Division,Early Childhood Education Unit,,Early Childhood Education Unit,,
Vanuatu,2014,aggr,10116381,Ministry of Education,School Administration Division,Torba Provincial Education Office,,Torba Provincial Education Office,,
Vanuatu,2014,aggr,11297133,Ministry of Education,School Administration Division,Sanma Provincial Education Office,,Sanma Provincial Education Office,,
Vanuatu,2014,aggr,12802765,Ministry of Education,School Administration Division,Penama Provincial Education Office,,Penama Provincial Education Office,,
Vanuatu,2014,aggr,12307787,Ministry of Education,School Administration Division,Malampa Provincial Education Office,,Malampa Provincial Education Office,,
Vanuatu,2014,aggr,14510343,Ministry of Education,School Administration Division,Shefa Provincial Education Office,,Shefa Provincial Education Office,,
Vanuatu,2014,aggr,13338574,Ministry of Education,School Administration Division,Tafea Provincial Education Office,,Tafea Provincial Education Office,,
Vanuatu,2014,aggr,6146562,Ministry of Education,School Administration Division,Government Assisted Education Authority Unit,,Government Assisted Education Authority Unit,,
Vanuatu,2014,aggr,0,Ministry of Education,School Administration Division,Training & Scholarship Coordination Unit,,Training & Scholarship Coordination Unit,,
Vanuatu,2014,aggr,17502496,Ministry of Education,School Administration Division,Technical & Higher Education Unit,,Technical & Higher Education Unit,,
Vanuatu,2014,aggr,129589537,Ministry of Education,School Administration Division,,,School Administration Division,,
Vanuatu,2014,aggr,17784494,Ministry of Education,Secondary Schools Division,Torba Secondary Schools,,Torba Secondary Schools,,
Vanuatu,2014,aggr,159066016,Ministry of Education,Secondary Schools Division,Sanma Secondary Schools,,Sanma Secondary Schools,,
Vanuatu,2014,aggr,48566269,Ministry of Education,Secondary Schools Division,Penama Secondary Schools,,Penama Secondary Schools,,
Vanuatu,2014,aggr,122064488,Ministry of Education,Secondary Schools Division,Malampa Secondary Schools,,Malampa Secondary Schools,,
Vanuatu,2014,aggr,271578189,Ministry of Education,Secondary Schools Division,Shefa Secondary Schools,,Shefa Secondary Schools,,
Vanuatu,2014,aggr,95104027,Ministry of Education,Secondary Schools Division,Tafea Secondary School,,Tafea Secondary School,,
Vanuatu,2014,aggr,170891714,Ministry of Education,Secondary Schools Division,Catholic Secondary Schools,,Catholic Secondary Schools,,
Vanuatu,2014,aggr,28836998,Ministry of Education,Secondary Schools Division,Protestant Secondary Schools,,Protestant Secondary Schools,,
Vanuatu,2014,aggr,4826428,Ministry of Education,Secondary Schools Division,Apostolic Secondary Schools,,Apostolic Secondary Schools,,
Vanuatu,2014,aggr,44093433,Ministry of Education,Secondary Schools Division,SDA Secondary Schools,,SDA Secondary Schools,,
Vanuatu,2014,aggr,30977987,Ministry of Education,Secondary Schools Division,Church of Malanesia Secondary Schools,,Church of Malanesia Secondary Schools,,
Vanuatu,2014,aggr,21021891,Ministry of Education,Secondary Schools Division,Church of Christ Secondary Schools,,Church of Christ Secondary Schools,,
Vanuatu,2014,aggr,25535656,Ministry of Education,Secondary Schools Division,Prebyterian Secondary Schools,,Prebyterian Secondary Schools,,
Vanuatu,2014,aggr,92560000,Ministry of Education,Secondary Schools Division,Secondary Schools Grant,,Secondary Schools Grant,,
Vanuatu,2014,aggr,3395000,Ministry of Education,Secondary Schools Division,Secondary Teachers Incidentals,,Secondary Teachers Incidentals,,
Vanuatu,2014,aggr,1774710,Ministry of Education,Secondary Schools Division,Bahai'i Secondary Schools,,Bahai'i Secondary Schools,,
Vanuatu,2014,aggr,1587510,Ministry of Education,Secondary Schools Division,VFF Academy Secondary Schools,,VFF Academy Secondary Schools,,
Vanuatu,2014,aggr,3238918,Ministry of Education,Secondary Schools Division,NTM Secondary Schools,,NTM Secondary Schools,,
Vanuatu,2014,aggr,33786374,Ministry of Education,Secondary Schools Division,Secondary Teachers on Scholarship,,Secondary Teachers on Scholarship,,
Vanuatu,2014,aggr,101922050,Ministry of Education,Technical & Higher Education Division,Vanuatu Institute of Technology,,Vanuatu Institute of Technology,,
Vanuatu,2014,aggr,1176690102,Ministry of Education,Secondary Schools Division,,,Secondary Schools Division,,
Vanuatu,2014,aggr,59695846,Ministry of Education,Primary Schools Division,Torba Primary Schools,,Torba Primary Schools,,
Vanuatu,2014,aggr,213354624,Ministry of Education,Primary Schools Division,Sanma Primary Schools,,Sanma Primary Schools,,
Vanuatu,2014,aggr,148448170,Ministry of Education,Primary Schools Division,Penama Primary Schools,,Penama Primary Schools,,
Vanuatu,2014,aggr,172292899,Ministry of Education,Primary Schools Division,Malampa Primary Schools,,Malampa Primary Schools,,
Vanuatu,2014,aggr,363915448,Ministry of Education,Primary Schools Division,Shefa Primary Schools,,Shefa Primary Schools,,
Vanuatu,2014,aggr,174218294,Ministry of Education,Primary Schools Division,Tafea Primary Schools,,Tafea Primary Schools,,
Vanuatu,2014,aggr,262673487,Ministry of Education,Primary Schools Division,Catholic Primary Schools,,Catholic Primary Schools,,
Vanuatu,2014,aggr,39497599,Ministry of Education,Primary Schools Division,Protestant Primary Schools,,Protestant Primary Schools,,
Vanuatu,2014,aggr,2442694,Ministry of Education,Primary Schools Division,Apostolic Primary Schools,,Apostolic Primary Schools,,
Vanuatu,2014,aggr,29659641,Ministry of Education,Primary Schools Division,SDA Primary Schools,,SDA Primary Schools,,
Vanuatu,2014,aggr,0,Ministry of Education,Primary Schools Division,Schools Solar Panel Maintenance,,Schools Solar Panel Maintenance,,
Vanuatu,2014,aggr,2910000,Ministry of Education,Primary Schools Division,Provincial Education Office Maintenance,,Provincial Education Office Maintenance,,
Vanuatu,2014,aggr,4000000,Ministry of Education,Primary Schools Division,Pre Schools Grant,,Pre Schools Grant,,
Vanuatu,2014,aggr,252890663,Ministry of Education,Primary Schools Division,Primary Schools Grant,,Primary Schools Grant,,
Vanuatu,2014,aggr,5852835,Ministry of Education,Primary Schools Division,Primary Teachers Incidentials,,Primary Teachers Incidentials,,
Vanuatu,2014,aggr,3244605,Ministry of Education,Primary Schools Division,Church of Melanesia Primary Schools,,Church of Melanesia Primary Schools,,
Vanuatu,2014,aggr,7130345,Ministry of Education,Primary Schools Division,Presbyterian Primary Schools,,Presbyterian Primary Schools,,
Vanuatu,2014,aggr,3321785,Ministry of Education,Primary Schools Division,Neil Thomas Ministry Primary Schools,,Neil Thomas Ministry Primary Schools,,
Vanuatu,2014,aggr,3426921,Ministry of Education,Primary Schools Division,VFF Academy Primary Schools,,VFF Academy Primary Schools,,
Vanuatu,2014,aggr,9666011,Ministry of Education,Primary Schools Division,Primary Teachers on Scholarship,,Primary Teachers on Scholarship,,
Vanuatu,2014,aggr,0,Ministry of Education,School Support Services Division,Curriculum Development Unit,,Curriculum Development Unit,,
Vanuatu,2014,aggr,1758641867,Ministry of Education,Primary Schools Division,,,Primary Schools Division,,
Vanuatu,2014,aggr,77267618,Ministry of Education,Technical & Higher Education Division,Vanuatu Institute of Teacher Education,,Vanuatu Institute of Teacher Education,,
Vanuatu,2014,aggr,23179516,Ministry of Education,Technical & Higher Education Division,In Service Unit,,In Service Unit,,
Vanuatu,2014,aggr,459515006,Ministry of Education,Technical & Higher Education Division,Vanuatu Government Scholarship Fund,,Vanuatu Government Scholarship Fund,,
Vanuatu,2014,aggr,0,Ministry of Education,Technical & Higher Education Division,Tafea Primary School,,Tafea Primary School,,
Vanuatu,2014,aggr,661884190,Ministry of Education,Technical & Higher Education Division,,,Technical & Higher Education Division,,
Vanuatu,2014,aggr,23936061,Ministry of Education,School Support Services Division,Examination & Assessment Unit,,Examination & Assessment Unit,,
Vanuatu,2014,aggr,16077401,Ministry of Education,School Support Services Division,School Based Management Unit,,School Based Management Unit,,
Vanuatu,2014,aggr,82363752,Ministry of Education,School Support Services Division,Zone Curriculum Advisors,,Zone Curriculum Advisors,,
Vanuatu,2014,aggr,152345540,Ministry of Education,School Support Services Division,,,School Support Services Division,,
Vanuatu,2014,aggr,103782955,Ministry of Education,Teaching Services Commission & Other Education Commissions and Councils,,,Teaching Services Commission & Other Education Commissions and Councils,,
Vanuatu,2014,aggr,608452252,Ministry of Internal Affairs,,,,Ministry of Internal Affairs,,
Vanuatu,2014,aggr,85822531,Ministry of Internal Affairs,Cabinet Support,,,Cabinet Support,,
Vanuatu,2014,aggr,41043757,Ministry of Internal Affairs,Cabinet Support,Portfolio Management,,Portfolio Management,,
Vanuatu,2014,aggr,35316274,Ministry of Internal Affairs,Cabinet Support,Corporate Services,,Corporate Services,,
Vanuatu,2014,aggr,7616500,Ministry of Internal Affairs,Cabinet Support,Independence Celebration,,Independence Celebration,,
Vanuatu,2014,aggr,1846000,Ministry of Internal Affairs,Cabinet Support,Crime Prevention,,Crime Prevention,,
Vanuatu,2014,aggr,315508439,Ministry of Internal Affairs,Decentralisation Services,,,Decentralisation Services,,
Vanuatu,2014,aggr,254503820,Ministry of Internal Affairs,Decentralisation Services,Grants to Provinces,,Grants to Provinces,,
Vanuatu,2014,aggr,17516840,Ministry of Internal Affairs,Decentralisation Services,Grants to Municipalities,,Grants to Municipalities,,
Vanuatu,2014,aggr,14904163,Ministry of Internal Affairs,Decentralisation Services,Administration of Regional Services,Corporate Services,Corporate Services,,
Vanuatu,2014,aggr,11024419,Ministry of Internal Affairs,Decentralisation Services,Administration of Regional Services,Development Planning,Development Planning,,
Vanuatu,2014,aggr,3878323,Ministry of Internal Affairs,Decentralisation Services,Administration of Regional Services,Financial Services,Financial Services,,
Vanuatu,2014,aggr,4922052,Ministry of Internal Affairs,Decentralisation Services,Administration of Regional Services,Physical & Urban Planning,Physical & Urban Planning,,
Vanuatu,2014,aggr,5672500,Ministry of Internal Affairs,Decentralisation Services,Administration of Regional Services,Decentralization Services Unit,Decentralization Services Unit,,
Vanuatu,2014,aggr,3086322,Ministry of Internal Affairs,Decentralisation Services,Administration of Regional Services,Legal Service Unit,Legal Service Unit,,
Vanuatu,2014,aggr,43487779,Ministry of Internal Affairs,Decentralisation Services,Administration of Regional Services,,Administration of Regional Services,,
Vanuatu,2014,aggr,90188525,Ministry of Internal Affairs,Internal Security and Border Control,Border Control,,Border Control,,
Vanuatu,2014,aggr,14919695,Ministry of Internal Affairs,Internal Security and Border Control,Issue of Passports,,Issue of Passports,,
Vanuatu,2014,aggr,94615085,Ministry of Internal Affairs,National Services,,,National Services,,
Vanuatu,2014,aggr,17659513,Ministry of Internal Affairs,National Services,Labour Regulation,General Administration,General Administration,,
Vanuatu,2014,aggr,10216090,Ministry of Internal Affairs,National Services,Labour Regulation,Industrial Relations Unit,Industrial Relations Unit,,
Vanuatu,2014,aggr,7181098,Ministry of Internal Affairs,National Services,Labour Regulation,Occupational Health & Safety Unit,Occupational Health & Safety Unit,,
Vanuatu,2014,aggr,11363963,Ministry of Internal Affairs,National Services,Labour Regulation,Manpower & Training Unit (ESU),Manpower & Training Unit (ESU),,
Vanuatu,2014,aggr,1736746,Ministry of Internal Affairs,National Services,Labour Regulation,Tripartite Labour Advisory Council,Tripartite Labour Advisory Council,,
Vanuatu,2014,aggr,1761492,Ministry of Internal Affairs,National Services,Labour Regulation,International Labour Conference,International Labour Conference,,
Vanuatu,2014,aggr,1291487,Ministry of Internal Affairs,National Services,Labour Regulation,Travel & Subsistance,Travel & Subsistance,,
Vanuatu,2014,aggr,51210389,Ministry of Internal Affairs,National Services,Labour Regulation,,Labour Regulation,,
Vanuatu,2014,aggr,19047067,Ministry of Internal Affairs,National Services,Electoral Services,Office Administration,Office Administration,,
Vanuatu,2014,aggr,19047067,Ministry of Internal Affairs,National Services,Electoral Services,,Electoral Services,,
Vanuatu,2014,aggr,0,Ministry of Internal Affairs,National Services,Conduct of Elections,Election Management,Election Management,,
Vanuatu,2014,aggr,7000000,Ministry of Internal Affairs,National Services,Conduct of Elections,,Conduct of Elections,,
Vanuatu,2014,aggr,17357629,Ministry of Internal Affairs,National Services,Civil Registry,,Civil Registry,,
Vanuatu,2014,aggr,7397977,Ministry of Internal Affairs,Police Service Commission,,,Police Service Commission,,
Vanuatu,2014,aggr,949334642,Ministry of Finance and Economic Management,,,,Ministry of Finance and Economic Management,,
Vanuatu,2014,aggr,42417930,Ministry of Finance and Economic Management,Cabinet Support,,,Cabinet Support,,
Vanuatu,2014,aggr,249019126,Ministry of Finance and Economic Management,Executive Management and Corporate Services,,,Executive Management and Corporate Services,,
Vanuatu,2014,aggr,3122710,Ministry of Finance and Economic Management,Executive Management and Corporate Services,Ministry Executive & Internal Audit,Director - NSO,Director - NSO,,
Vanuatu,2014,aggr,17343012,Ministry of Finance and Economic Management,Executive Management and Corporate Services,Ministry Executive & Internal Audit,Office of the Director General,Office of the Director General,,
Vanuatu,2014,aggr,11948367,Ministry of Finance and Economic Management,Executive Management and Corporate Services,Ministry Executive & Internal Audit,Internal Audit Section,Internal Audit Section,,
Vanuatu,2014,aggr,0,Ministry of Finance and Economic Management,Executive Management and Corporate Services,Ministry Executive & Internal Audit,Office of the Director General,Office of the Director General,,
Vanuatu,2014,aggr,6522245,Ministry of Finance and Economic Management,Executive Management and Corporate Services,Ministry Executive & Internal Audit,Director - DOF,Director - DOF,,
Vanuatu,2014,aggr,10953327,Ministry of Finance and Economic Management,Executive Management and Corporate Services,Ministry Executive & Internal Audit,Director - Customs,Director - Customs,,
Vanuatu,2014,aggr,49889661,Ministry of Finance and Economic Management,Executive Management and Corporate Services,Ministry Executive & Internal Audit,,Ministry Executive & Internal Audit,,
Vanuatu,2014,aggr,5055504,Ministry of Finance and Economic Management,Executive Management and Corporate Services,Corporate Services,NSO Office Admin,NSO Office Admin,,
Vanuatu,2014,aggr,26323658,Ministry of Finance and Economic Management,Executive Management and Corporate Services,Corporate Services,Ministry Executive,Ministry Executive,,
Vanuatu,2014,aggr,45816233,Ministry of Finance and Economic Management,Executive Management and Corporate Services,Corporate Services,DOF Corporate Services Section,DOF Corporate Services Section,,
Vanuatu,2014,aggr,34647288,Ministry of Finance and Economic Management,Executive Management and Corporate Services,Corporate Services,Customs Corporate Services,Customs Corporate Services,,
Vanuatu,2014,aggr,111842683,Ministry of Finance and Economic Management,Executive Management and Corporate Services,Corporate Services,,Corporate Services,,
Vanuatu,2014,aggr,50062602,Ministry of Finance and Economic Management,Executive Management and Corporate Services,Information Services,FMIS Section,FMIS Section,,
Vanuatu,2014,aggr,37224180,Ministry of Finance and Economic Management,Executive Management and Corporate Services,Information Services,Customs Information Services,Customs Information Services,,
Vanuatu,2014,aggr,87286782,Ministry of Finance and Economic Management,Executive Management and Corporate Services,Information Services,,Information Services,,
Vanuatu,2014,aggr,372049664,Ministry of Finance and Economic Management,Financial And Economic Management,,,Financial And Economic Management,,
Vanuatu,2014,aggr,22338207,Ministry of Finance and Economic Management,Financial And Economic Management,Economic Policy Development,,Economic Policy Development,,
Vanuatu,2014,aggr,0,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,Government Business Enterprise Unit,Government Business Enterprise Unit,,
Vanuatu,2014,aggr,7642750,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,Tender Board,Tender Board,,
Vanuatu,2014,aggr,45488318,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,Budget Section,Budget Section,,
Vanuatu,2014,aggr,17430761,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,Revenue Section,Revenue Section,,
Vanuatu,2014,aggr,28303778,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,Payroll Section,Payroll Section,,
Vanuatu,2014,aggr,23429760,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,Payments Section,Payments Section,,
Vanuatu,2014,aggr,10877026,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,Procurement and Asset Management Section,Procurement and Asset Management Section,,
Vanuatu,2014,aggr,20088566,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,Financial Accounting Section,Financial Accounting Section,,
Vanuatu,2014,aggr,7569394,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,Legal Unit,Legal Unit,,
Vanuatu,2014,aggr,125000000,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,Land Compensation payment,Land Compensation payment,,
Vanuatu,2014,aggr,13205306,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,Treasury Divison,Treasury Divison,,
Vanuatu,2014,aggr,7477650,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,Aid Coordination Section,Aid Coordination Section,,
Vanuatu,2014,aggr,7322886,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,Finance and Administration Section,Finance and Administration Section,,
Vanuatu,2014,aggr,11233856,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,Government Business Monitoring and Evaluation Section,Government Business Monitoring and Evaluation Section,,
Vanuatu,2014,aggr,4687407,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,Accounting Group (Financial Controller),Accounting Group (Financial Controller),,
Vanuatu,2014,aggr,3581110,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,Line Agency Accounting Section,Line Agency Accounting Section,,
Vanuatu,2014,aggr,3225859,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,Finance Services Bureau Malampa Province,Finance Services Bureau Malampa Province,,
Vanuatu,2014,aggr,2158962,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,Finance Services Bureau Torba Province,Finance Services Bureau Torba Province,,
Vanuatu,2014,aggr,5177093,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,Finance Services Bureau Sanma Province,Finance Services Bureau Sanma Province,,
Vanuatu,2014,aggr,2920564,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,Finance Services Bureau Tafea Province,Finance Services Bureau Tafea Province,,
Vanuatu,2014,aggr,2890411,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,Finance Services Bureau Penama Province,Finance Services Bureau Penama Province,,
Vanuatu,2014,aggr,349711457,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,,Government Financial Services,,
Vanuatu,2014,aggr,52479374,Ministry of Finance and Economic Management,National Statistics,,,National Statistics,,
Vanuatu,2014,aggr,34414196,Ministry of Finance and Economic Management,National Statistics,National Statistical Collection Analysis & Reporting,Emoluments Section,Emoluments Section,,
Vanuatu,2014,aggr,34414196,Ministry of Finance and Economic Management,National Statistics,National Statistical Collection Analysis & Reporting,,National Statistical Collection Analysis & Reporting,,
Vanuatu,2014,aggr,0,Ministry of Finance and Economic Management,National Statistics,National Statistical Collection Analysis & Reporting,Provincial Offices,Provincial Offices,,
Vanuatu,2014,aggr,2223915,Ministry of Finance and Economic Management,National Statistics,Provincial Statistics Offices,Statistical Leadership and Coordination Section,Statistical Leadership and Coordination Section,,
Vanuatu,2014,aggr,2709001,Ministry of Finance and Economic Management,National Statistics,Provincial Statistics Offices,Economic Section,Economic Section,,
Vanuatu,2014,aggr,1071502,Ministry of Finance and Economic Management,National Statistics,Provincial Statistics Offices,Social Section,Social Section,,
Vanuatu,2014,aggr,18065178,Ministry of Finance and Economic Management,National Statistics,Provincial Statistics Offices,,Provincial Statistics Offices,,
Vanuatu,2014,aggr,2721805441,Payments on Behalf of Government,,,,Payments on Behalf of Government,,
Vanuatu,2014,aggr,2586739713,Payments on Behalf of Government,Public Debt Provisions,,,Public Debt Provisions,,
Vanuatu,2014,aggr,0,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,Central Payments,Central Payments,,
Vanuatu,2014,aggr,130215728,Payments on Behalf of Government,Central Payments,,,Central Payments,,
Vanuatu,2014,aggr,4850000,Payments on Behalf of Government,Former Leaders Payment,,,Former Leaders Payment,,
Vanuatu,2014,aggr,187238336,Ministry of Finance and Economic Management,Revenue Collection,,,Revenue Collection,,
Vanuatu,2014,aggr,33234116,Ministry of Finance and Economic Management,Revenue Collection,Customs and Excise Collections,Customs Revenue. Trades Tariff & Compliance,Customs Revenue. Trades Tariff & Compliance,,
Vanuatu,2014,aggr,20855116,Ministry of Finance and Economic Management,Revenue Collection,Customs and Excise Collections,Customs Post Clearance & Excise Audit,Customs Post Clearance & Excise Audit,,
Vanuatu,2014,aggr,19877106,Ministry of Finance and Economic Management,Revenue Collection,Customs and Excise Collections,Customs Revenue - Santo,Customs Revenue - Santo,,
Vanuatu,2014,aggr,79078292,Ministry of Finance and Economic Management,Revenue Collection,Customs and Excise Collections,,Customs and Excise Collections,,
Vanuatu,2014,aggr,0,Ministry of Finance and Economic Management,Executive Management and Corporate Services,Corporate Services,VAT Revenue Section,VAT Revenue Section,,
Vanuatu,2014,aggr,0,Ministry of Finance and Economic Management,Executive Management and Corporate Services,Corporate Services,VAT Audit Section,VAT Audit Section,,
Vanuatu,2014,aggr,77588627,Ministry of Finance and Economic Management,Revenue Collection,VAT Collections,,VAT Collections,,
Vanuatu,2014,aggr,0,Ministry of Finance and Economic Management,Financial And Economic Management,Government Financial Services,Rates & Taxes Section,Rates & Taxes Section,,
Vanuatu,2014,aggr,30571417,Ministry of Finance and Economic Management,Revenue Collection,Rates and Taxes Collection,,Rates and Taxes Collection,,
Vanuatu,2014,aggr,46130212,Ministry of Finance and Economic Management,Border Control and Enforcement,,,Border Control and Enforcement,,
Vanuatu,2014,aggr,36449701,Ministry of Finance and Economic Management,Border Control and Enforcement,Border Control,Customs Border Control,Customs Border Control,,
Vanuatu,2014,aggr,9680511,Ministry of Finance and Economic Management,Border Control and Enforcement,Border Control,Customs Border Control - Santo,Customs Border Control - Santo,,
Vanuatu,2014,aggr,46130212,Ministry of Finance and Economic Management,Border Control and Enforcement,Border Control,,Border Control,,
Vanuatu,2014,aggr,0,Ministry of Finance and Economic Management,Border Control and Enforcement,Investigation and Legal,,Investigation and Legal,,
Vanuatu,2014,aggr,660717166,Grants to Institutions,,,,Grants to Institutions,,
Vanuatu,2014,aggr,159989780,Grants to Institutions,Vanuatu Tourism Office (VTO),,,Vanuatu Tourism Office (VTO),,
Vanuatu,2014,aggr,39692438,Grants to Institutions,Vanuatu Agricultural Research and Training Centre (VARTC),,,Vanuatu Agricultural Research and Training Centre (VARTC),,
Vanuatu,2014,aggr,60193317,Grants to Institutions,Vanuatu Broadcasting and Television Corporation (VBTC),,,Vanuatu Broadcasting and Television Corporation (VBTC),,
Vanuatu,2014,aggr,26291633,Grants to Institutions,Vanuatu Cultural Centre (VCC),,,Vanuatu Cultural Centre (VCC),,
Vanuatu,2014,aggr,30000000,Grants to Institutions,Chamber of Commerce and Industry (CCI),,,Chamber of Commerce and Industry (CCI),,
Vanuatu,2014,aggr,134200000,Grants to Institutions,Grant SPBEA and USP,,,Grant SPBEA and USP,,
Vanuatu,2014,aggr,15000000,Grants to Institutions,Vanuatu Maritime Administration (VMA),,,Vanuatu Maritime Administration (VMA),,
Vanuatu,2014,aggr,41255243,Grants to Institutions,Vanuatu Maritime College,,,Vanuatu Maritime College,,
Vanuatu,2014,aggr,22226099,Grants to Institutions,Utility Regulatory Authority,,,Utility Regulatory Authority,,
Vanuatu,2014,aggr,82800392,Grants to Institutions,Vanuatu Agriculture College,,,Vanuatu Agriculture College,,
Vanuatu,2014,aggr,38668264,Grants to Institutions,Grant to VIPA,,,Grant to VIPA,,
Vanuatu,2014,aggr,10400000,Grants to Institutions,Grant to Vanuatu National Archives,,,Grant to Vanuatu National Archives,,
Vanuatu,2014,aggr,287682822,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,,,,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,,
Vanuatu,2014,aggr,45482146,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,Cabinet Support,,,Cabinet Support,,
Vanuatu,2014,aggr,45482146,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,Cabinet Support,Portfolio Coordination,Cabinet Operations,Cabinet Operations,,
Vanuatu,2014,aggr,45482146,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,Cabinet Support,Portfolio Coordination,,Portfolio Coordination,,
Vanuatu,2014,aggr,106310635,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,Executive Management and Corporate Services,,,Executive Management and Corporate Services,,
Vanuatu,2014,aggr,29162690,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,Executive Management and Corporate Services,Executive Management,Trade & Cooperative Executive Management,Trade & Cooperative Executive Management,,
Vanuatu,2014,aggr,60000000,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,Executive Management and Corporate Services,Executive Management,Copra Subsidy,Copra Subsidy,,
Vanuatu,2014,aggr,89162690,Ministry of Commerce Industry Tourism and Ni-Vanuatu Business,Executive Management and Corporate Services,Executive Management,,Executive Management,,
