Country,Year,Type,Value,Sector,Dept,Programme,subprogramme,Name,Notes,Change,
Papua New Guinea,2012,aggr,1500973800,Debt Services,,,,,,,
Papua New Guinea,2013,aggr,4194538800,Debt Services,,,,,,,
Papua New Guinea,2014,aggr,6288285000,Debt Services,,,,,,,
Papua New Guinea,2012,aggr,2412500,Debt Services,299,,,External Agency Fees and Charges ,,,
Papua New Guinea,2013,aggr,6603100,Debt Services,299,,,External Agency Fees and Charges ,,,
Papua New Guinea,2014,aggr,19406400,Debt Services,299,,,External Agency Fees and Charges ,,,
Papua New Guinea,2012,aggr,912400,Debt Services,299,2991,,Promissory Notes,,,
Papua New Guinea,2013,aggr,3146500,Debt Services,299,2991,,Promissory Notes,,,
Papua New Guinea,2014,aggr,3146500,Debt Services,299,2991,,Promissory Notes,,,
Papua New Guinea,2012,aggr,33900,Debt Services,299,2992,,Offshore Borrowing Charges,,,
Papua New Guinea,2013,aggr,2000000,Debt Services,299,2992,,Offshore Borrowing Charges,,,
Papua New Guinea,2014,aggr,2534100,Debt Services,299,2992,,Offshore Borrowing Charges,,,
Papua New Guinea,2012,aggr,115100,Debt Services,299,2993,,Legal & Rating Agencies Fees,,,
Papua New Guinea,2013,aggr,120200,Debt Services,299,2993,,Legal & Rating Agencies Fees,,,
Papua New Guinea,2014,aggr,12228000,Debt Services,299,2993,,Legal & Rating Agencies Fees,,,
Papua New Guinea,2012,aggr,1351100,Debt Services,299,2994,,ADB Subscription ,,,
Papua New Guinea,2013,aggr,1336400,Debt Services,299,2994,,ADB Subscription ,,,
Papua New Guinea,2014,aggr,1497700,Debt Services,299,2994,,ADB Subscription ,,,
Papua New Guinea,2012,aggr,73395200,Debt Services,399,,,Bilateral Creditors ,,,
Papua New Guinea,2013,aggr,70631400,Debt Services,399,,,Bilateral Creditors ,,,
Papua New Guinea,2014,aggr,70521100,Debt Services,399,,,Bilateral Creditors ,,,
Papua New Guinea,2012,aggr,1339100,Debt Services,399,3991,,Australia,,,
Papua New Guinea,2013,aggr,242300,Debt Services,399,3991,,Australia,,,
Papua New Guinea,2014,aggr,251700,Debt Services,399,3991,,Australia,,,
Papua New Guinea,2012,aggr,6600200,Debt Services,399,3992,,China & Taiwan ,,,
Papua New Guinea,2013,aggr,6836500,Debt Services,399,3992,,China & Taiwan ,,,
Papua New Guinea,2014,aggr,12350400,Debt Services,399,3992,,China & Taiwan ,,,
Papua New Guinea,2012,aggr,3202700,Debt Services,399,3993,,Germany,,,
Papua New Guinea,2013,aggr,2905100,Debt Services,399,3993,,Germany,,,
Papua New Guinea,2014,aggr,2323300,Debt Services,399,3993,,Germany,,,
Papua New Guinea,2012,aggr,61059000,Debt Services,399,3994,,Japan,,,
Papua New Guinea,2013,aggr,59541100,Debt Services,399,3994,,Japan,,,
Papua New Guinea,2014,aggr,54293000,Debt Services,399,3994,,Japan,,,
Papua New Guinea,2012,aggr,1185400,Debt Services,399,3994,,Korea,,,
Papua New Guinea,2013,aggr,1106400,Debt Services,399,3994,,Korea,,,
Papua New Guinea,2014,aggr,1302700,Debt Services,399,3994,,Korea,,,
Papua New Guinea,2012,aggr,113302400,Debt Services,499,,,Multilateral Creditors ,,,
Papua New Guinea,2013,aggr,118881200,Debt Services,499,,,Multilateral Creditors ,,,
Papua New Guinea,2014,aggr,181036200,Debt Services,499,,,Multilateral Creditors ,,,
Papua New Guinea,2012,aggr,29628800,Debt Services,499,4991,,IBRD ,,,
Papua New Guinea,2013,aggr,31638300,Debt Services,499,4991,,IBRD ,,,
Papua New Guinea,2014,aggr,36423100,Debt Services,499,4991,,IBRD ,,,
Papua New Guinea,2012,aggr,9268900,Debt Services,499,4992,,IDA ,,,
Papua New Guinea,2013,aggr,9313900,Debt Services,499,4992,,IDA ,,,
Papua New Guinea,2014,aggr,10889200,Debt Services,499,4992,,IDA ,,,
Papua New Guinea,2012,aggr,63719300,Debt Services,499,4993,,ADB ,,,
Papua New Guinea,2013,aggr,69656000,Debt Services,499,4993,,ADB ,,,
Papua New Guinea,2014,aggr,124847100,Debt Services,499,4993,,ADB ,,,
Papua New Guinea,2012,aggr,5567500,Debt Services,499,4994,,EEC ,,,
Papua New Guinea,2013,aggr,5567500,Debt Services,499,4994,,EEC ,,,
Papua New Guinea,2014,aggr,6596000,Debt Services,499,4994,,EEC ,,,
Papua New Guinea,2012,aggr,0,Debt Services,499,4995,,OPEC ,,,
Papua New Guinea,2013,aggr,434500,Debt Services,499,4995,,OPEC ,,,
Papua New Guinea,2014,aggr,2089200,Debt Services,499,4995,,OPEC ,,,
Papua New Guinea,2012,aggr,1515600,Debt Services,499,4995,,IFAD,,,
Papua New Guinea,2013,aggr,382900,Debt Services,499,4995,,IFAD,,,
Papua New Guinea,2014,aggr,191600,Debt Services,499,4995,,IFAD,,,
Papua New Guinea,2012,aggr,16739700,Debt Services,599,,,Commercial Banks and Financial Institutions ,,,
Papua New Guinea,2013,aggr,16484200,Debt Services,599,,,Commercial Banks and Financial Institutions ,,,
Papua New Guinea,2014,aggr,16438300,Debt Services,599,,,Commercial Banks and Financial Institutions ,,,
Papua New Guinea,2012,aggr,1295124000,Debt Services,699,,,Domestic Debt Service ,,,
Papua New Guinea,2013,aggr,3981938900,Debt Services,699,,,Domestic Debt Service ,,,
Papua New Guinea,2014,aggr,6000883300,Debt Services,699,,,Domestic Debt Service ,,,
Papua New Guinea,2012,aggr,931299500,Debt Services,699,6991,,Treasury Bills,,,
Papua New Guinea,2013,aggr,3386860300,Debt Services,699,6991,,Treasury Bills,,,
Papua New Guinea,2014,aggr,5096065000,Debt Services,699,6991,,Treasury Bills,,,
Papua New Guinea,2012,aggr,363813800,Debt Services,699,6992,,Inscribed Stock ,,,
Papua New Guinea,2013,aggr,525846500,Debt Services,699,6992,,Inscribed Stock ,,,
Papua New Guinea,2014,aggr,895090300,Debt Services,699,6992,,Inscribed Stock ,,,
Papua New Guinea,2012,aggr,0,Debt Services,699,6993,,Other Domestic Loans ,,,
Papua New Guinea,2013,aggr,65300000,Debt Services,699,6993,,Other Domestic Loans ,,,
Papua New Guinea,2014,aggr,8000000,Debt Services,699,6993,,Other Domestic Loans ,,,
Papua New Guinea,2012,aggr,10700,Debt Services,699,6994,,Domestic Agency Fees and Charges ,,,
Papua New Guinea,2013,aggr,3932100,Debt Services,699,6994,,Domestic Agency Fees and Charges ,,,
Papua New Guinea,2014,aggr,1728000,Debt Services,699,6994,,Domestic Agency Fees and Charges ,,,
Papua New Guinea,2013,aggr,117757300.0,Administration,201,,,National Parliament,,-0.1,
Papua New Guinea,2012,aggr,135897200.0,Administration,201,,,National Parliament,,,
Papua New Guinea,2014,aggr,130724600.0,Administration,201,,,National Parliament,,0.1,
Papua New Guinea,2013,aggr,5048900.0,Administration,202,,,Office of Governor-General,,-0.2,
Papua New Guinea,2012,aggr,6002500.0,Administration,202,,,Office of Governor-General,,,
Papua New Guinea,2014,aggr,4706500.0,Administration,202,,,Office of Governor-General,,-0.1,
Papua New Guinea,2012,aggr,5797000.0,Administration,202,2021,,General Administrative Services,,,
Papua New Guinea,2012,aggr,205500.0,Administration,202,2022,,Governor General's Emoluments,,,
Papua New Guinea,2013,aggr,4644300.0,Administration,202,2021,,General Administrative Services,,,
Papua New Guinea,2013,aggr,404600.0,Administration,202,2022,,Governor General's Emoluments,,,
Papua New Guinea,2014,aggr,4298400.0,Administration,202,2021,,General Administrative Services,,,
Papua New Guinea,2014,aggr,408100.0,Administration,202,2022,,Governor General's Emoluments,,,
Papua New Guinea,2013,aggr,345620900.0,Administration,203,,,Department of Prime Minister & NEC,,2.0,
Papua New Guinea,2012,aggr,114038600.0,Administration,203,,,Department of Prime Minister & NEC,,,
Papua New Guinea,2014,aggr,189336200.0,Administration,203,,,Department of Prime Minister & NEC,,-0.5,
Papua New Guinea,2012,aggr,30738600.0,Administration,203,2031,,National Policy Formulation and Co-ordination Services,,,
Papua New Guinea,2012,aggr,35393300.0,Administration,203,2032,,Support to Prime Minister,,,
Papua New Guinea,2012,aggr,22103600.0,Administration,203,2033,,Ministerial Services,,,
Papua New Guinea,2012,aggr,11698500.0,Administration,203,2034,,General Administrative Services,,,
Papua New Guinea,2012,aggr,14973100.0,Administration,203,2035,,Community College,,,
Papua New Guinea,2012,aggr,0.0,Administration,203,2036,,South Pacific Games 2015,,,
Papua New Guinea,2012,aggr,0.0,Administration,203,2037,,Printing and Information Dissemination,,,
Papua New Guinea,2012,aggr,0.0,Administration,203,2038,,Economic and Infrastructure Development Schemes,,,
Papua New Guinea,2013,aggr,28134500.0,Administration,203,2031,,National Policy Formulation and Co-ordination Services,,,
Papua New Guinea,2013,aggr,14421100.0,Administration,203,2032,,Support to Prime Minister,,,
Papua New Guinea,2013,aggr,17032800.0,Administration,203,2033,,Ministerial Services,,,
Papua New Guinea,2013,aggr,13114900.0,Administration,203,2034,,General Administrative Services,,,
Papua New Guinea,2013,aggr,16285000.0,Administration,203,2035,,Community College,,,
Papua New Guinea,2013,aggr,180000000.0,Administration,203,2036,,South Pacific Games 2015,,,
Papua New Guinea,2013,aggr,5617600.0,Administration,203,2037,,Printing and Information Dissemination,,,
Papua New Guinea,2013,aggr,71015000.0,Administration,203,2038,,Economic and Infrastructure Development Schemes,,,
Papua New Guinea,2014,aggr,31184300.0,Administration,203,2031,,National Policy Formulation and Co-ordination Services,,,
Papua New Guinea,2014,aggr,14437500.0,Administration,203,2032,,Support to Prime Minister,,,
Papua New Guinea,2014,aggr,17033900.0,Administration,203,2033,,Ministerial Services,,,
Papua New Guinea,2014,aggr,12447900.0,Administration,203,2034,,General Administrative Services,,,
Papua New Guinea,2014,aggr,27700000.0,Administration,203,2035,,Community College,,,
Papua New Guinea,2014,aggr,59200000.0,Administration,203,2036,,South Pacific Games 2015,,,
Papua New Guinea,2014,aggr,5617600.0,Administration,203,2037,,Printing and Information Dissemination,,,
Papua New Guinea,2014,aggr,21715000.0,Administration,203,2038,,Economic and Infrastructure Development Schemes,,,
Papua New Guinea,2013,aggr,6092800.0,Administration,204,,,National Statistical Office ,,-0.1,
Papua New Guinea,2012,aggr,6556100.0,Administration,204,,,National Statistical Office ,,,
Papua New Guinea,2014,aggr,6008100.0,Administration,204,,,National Statistical Office ,,0.0,
Papua New Guinea,2012,aggr,2445300.0,Administration,204,2041,,Economic Statistics,,,
Papua New Guinea,2012,aggr,1175000.0,Administration,204,2042,,Population & Social Statistics,,,
Papua New Guinea,2012,aggr,2935800.0,Administration,204,2043,,Corporate Services,,,
Papua New Guinea,2013,aggr,1708600.0,Administration,204,2041,,Economic Statistics,,,
Papua New Guinea,2013,aggr,924600.0,Administration,204,2042,,Population & Social Statistics,,,
Papua New Guinea,2013,aggr,3459600.0,Administration,204,2043,,Corporate Services,,,
Papua New Guinea,2014,aggr,1657400.0,Administration,204,2041,,Economic Statistics,,,
Papua New Guinea,2014,aggr,1222500.0,Administration,204,2042,,Population & Social Statistics,,,
Papua New Guinea,2014,aggr,3128200.0,Administration,204,2043,,Corporate Services,,,
Papua New Guinea,2013,aggr,3256000.0,Administration,205,,,Office of Bougainville Affairs,,-0.3,
Papua New Guinea,2012,aggr,4496200.0,Administration,205,,,Office of Bougainville Affairs,,,
Papua New Guinea,2014,aggr,3293700.0,Administration,205,,,Office of Bougainville Affairs,,0.0,
Papua New Guinea,2013,aggr,49382000.0,Administration,206,,,Department of Finance,,0.5,
Papua New Guinea,2012,aggr,33849700.0,Administration,206,,,Department of Finance,,,
Papua New Guinea,2014,aggr,52326200.0,Administration,206,,,Department of Finance,,0.1,
Papua New Guinea,2012,aggr,8121000.0,Administration,206,2061,,General Administration,,,
Papua New Guinea,2012,aggr,337400.0,Administration,206,2062,,Ministerial Services,,,
Papua New Guinea,2012,aggr,25391300.0,Administration,206,2063,,Treasury Operations,,,
Papua New Guinea,2012,aggr,0.0,Administration,206,2064,,UN Assistance to Governance,,,
Papua New Guinea,2013,aggr,13070300.0,Administration,206,2061,,General Administration,,,
Papua New Guinea,2013,aggr,250000.0,Administration,206,2062,,Ministerial Services,,,
Papua New Guinea,2013,aggr,28853700.0,Administration,206,2063,,Treasury Operations,,,
Papua New Guinea,2013,aggr,7208000.0,Administration,206,2064,,UN Assistance to Governance,,,
Papua New Guinea,2014,aggr,15400400.0,Administration,206,2061,,General Administration,,,
Papua New Guinea,2014,aggr,256300.0,Administration,206,2062,,Ministerial Services,,,
Papua New Guinea,2014,aggr,28559500.0,Administration,206,2063,,Treasury Operations,,,
Papua New Guinea,2014,aggr,8110000.0,Administration,206,2064,,UN Assistance to Governance,,,
Papua New Guinea,2012,aggr,0.0, Health ,207,2071,,Primary Health and Hospital Services,,,
Papua New Guinea,2012,aggr,0.0, Health ,207,2072,,Free Primary Healthcare,,,
Papua New Guinea,2012,aggr,0.0, Health ,207,2073,,Hospital Design for Central & Hela Provinces,,,
Papua New Guinea,2012,aggr,0.0, Health ,207,2074,,Outstanding Allowances for Health Extension Officers,,,
Papua New Guinea,2012,aggr,0.0, Health ,207,2075,,"Provincial Health Authorities (Milne Bay, EHP,WHP)",,,
Papua New Guinea,2012,aggr,0.0, Health ,207,2076,,Hospital Management Services Awards- different Health Worker,,,
Papua New Guinea,2012,aggr,0.0, Health ,207,2077,,Kunjip Hospital Redevelopment,,,
Papua New Guinea,2013,aggr,0.0, Health ,207,2071,,Primary Health and Hospital Services,,,
Papua New Guinea,2013,aggr,20000000.0, Health ,207,2072,,Free Primary Healthcare,,,
Papua New Guinea,2013,aggr,0.0, Health ,207,2073,,Hospital Design for Central & Hela Provinces,,,
Papua New Guinea,2013,aggr,20100000.0, Health ,207,2074,,Outstanding Allowances for Health Extension Officers,,,
Papua New Guinea,2013,aggr,25000000.0, Health ,207,2075,,"Provincial Health Authorities (Milne Bay, EHP,WHP)",,,
Papua New Guinea,2013,aggr,30000000.0, Health ,207,2076,,Hospital Management Services Awards- different Health Worker,,,
Papua New Guinea,2013,aggr,0.0, Health ,207,2077,,Kunjip Hospital Redevelopment,,,
Papua New Guinea,2014,aggr,31300000.0, Health ,207,2071,,Primary Health and Hospital Services,,,
Papua New Guinea,2014,aggr,20000000.0, Health ,207,2072,,Free Primary Healthcare,,,
Papua New Guinea,2014,aggr,8000000.0, Health ,207,2073,,Hospital Design for Central & Hela Provinces,,,
Papua New Guinea,2014,aggr,0.0, Health ,207,2074,,Outstanding Allowances for Health Extension Officers,,,
Papua New Guinea,2014,aggr,15000000.0, Health ,207,2075,,"Provincial Health Authorities (Milne Bay, EHP,WHP)",,,
Papua New Guinea,2014,aggr,0.0, Health ,207,2076,,Hospital Management Services Awards- different Health Worker,,,
Papua New Guinea,2014,aggr,4000000.0, Health ,207,2077,,Kunjip Hospital Redevelopment,,,
Papua New Guinea,2012,aggr,0.0, Health ,207,,,Treasury and Finance Misc,,,
Papua New Guinea,2014,aggr,78300000.0, Health ,207,,,Treasury and Finance Misc,,-0.2,
Papua New Guinea,2013,aggr,95100000.0, Health ,207,,,Treasury and Finance Misc,,0.0,
Papua New Guinea,2012,aggr,0.0,Education,207, ,,Treasury and Finance Misc,,,
Papua New Guinea,2013,aggr,0.0,Education,207,,,Treasury and Finance Misc,,,
Papua New Guinea,2014,aggr,3000000.0,Education,207,,,Treasury and Finance Misc,,,
Papua New Guinea,2013,aggr,1583200000.0,Administration,207,,,Treasury and Finance Misc,,,
Papua New Guinea,2013,aggr,0.0,Economic/Agriculture,207,,,Treasury and Finance Misc.,,,
Papua New Guinea,2013,aggr,0.0,Provinces,207,,,Treasury and Finance Misc.,,,
Papua New Guinea,2013,aggr,0.0,Infrastructure,207,,,Treasury and Finance Misc,,,
Papua New Guinea,2013,aggr,0.0,Law & Order,207,,,Treasury and Finance Misc,,,
Papua New Guinea,2013,aggr,0.0,Social,207,,,Treasury and Finance Misc,,,
Papua New Guinea,2012,aggr,0.0,Administration,207,,,Treasury and Finance Misc,,,
Papua New Guinea,2014,aggr,1130200000.0,Administration,207,,,Treasury and Finance Misc,,6.4,
Papua New Guinea,2012,aggr,0.0,Economic/Agriculture,207,,,Treasury and Finance Misc.,,,
Papua New Guinea,2014,aggr,80200000.0,Economic/Agriculture,207,,,Treasury and Finance Misc.,,,
Papua New Guinea,2012,aggr,0.0,Provinces,207,,,Treasury and Finance Misc.,,,
Papua New Guinea,2014,aggr,15000000.0,Provinces,207,,,Treasury and Finance Misc.,,,
Papua New Guinea,2012,aggr,0.0,Infrastructure,207,,,Treasury and Finance Misc,,,
Papua New Guinea,2014,aggr,20000000.0,Infrastructure,207,,,Treasury and Finance Misc,,,
Papua New Guinea,2012,aggr,0.0,Law & Order,207,,,Treasury and Finance Misc,,,
Papua New Guinea,2014,aggr,219000000.0,Law & Order,207,,,Treasury and Finance Misc,,,
Papua New Guinea,2012,aggr,0.0,Social,207,,,Treasury and Finance Misc,,,
Papua New Guinea,2014,aggr,20000000.0,Social,207,,,Treasury and Finance Misc,,,
Papua New Guinea,2012,aggr,0.0,Economic/Agriculture,207,2071,,Agriculture Commercialisation Equity Fund,,,
Papua New Guinea,2012,aggr,0.0,Economic/Agriculture,207,2072,,Outstanding MOA-NOGOLI agreement,,,
Papua New Guinea,2012,aggr,0.0,Economic/Agriculture,207,2073,,Petroleum & Energy LNG Support,,,
Papua New Guinea,2012,aggr,0.0,Economic/Agriculture,207,2074,,SGS (Log Monitoring) Payment to National Forest,,,
Papua New Guinea,2012,aggr,0.0,Economic/Agriculture,207,2075,,Timber Royalty Payment,,,
Papua New Guinea,2013,aggr,0.0,Economic/Agriculture,207,2071,,Agriculture Commercialisation Equity Fund,,,
Papua New Guinea,2013,aggr,0.0,Economic/Agriculture,207,2072,,Outstanding MOA-NOGOLI agreement,,,
Papua New Guinea,2013,aggr,0.0,Economic/Agriculture,207,2073,,Petroleum & Energy LNG Support,,,
Papua New Guinea,2013,aggr,0.0,Economic/Agriculture,207,2074,,SGS (Log Monitoring) Payment to National Forest,,,
Papua New Guinea,2013,aggr,0.0,Economic/Agriculture,207,2075,,Timber Royalty Payment,,,
Papua New Guinea,2014,aggr,40000000.0,Economic/Agriculture,207,2071,,Agriculture Commercialisation Equity Fund,,,
Papua New Guinea,2014,aggr,15000000.0,Economic/Agriculture,207,2072,,Outstanding MOA-NOGOLI agreement,,,
Papua New Guinea,2014,aggr,5000000.0,Economic/Agriculture,207,2073,,Petroleum & Energy LNG Support,,,
Papua New Guinea,2014,aggr,6700000.0,Economic/Agriculture,207,2074,,SGS (Log Monitoring) Payment to National Forest,,,
Papua New Guinea,2014,aggr,5000000.0,Economic/Agriculture,207,2075,,Timber Royalty Payment,,,
Papua New Guinea,2013,aggr,198976300.0,Administration,208,,,Department of Treasury,,0.1,
Papua New Guinea,2012,aggr,187475400.0,Administration,208,,,Department of Treasury,,,
Papua New Guinea,2014,aggr,220498500.0,Administration,208,,,Department of Treasury,,0.1,
Papua New Guinea,2012,aggr,0.0,Administration,208,2081,,Macro Economic Policy Analysis & Co-ordination,,,
Papua New Guinea,2012,aggr,120000000.0,Administration,208,20812,,Infrastructure Development Grant,,,
Papua New Guinea,2012,aggr,50000000.0,Administration,208,20813,,High Impact Roads Feasibility Study (UBSA),,,
Papua New Guinea,2012,aggr,1000000.0,Administration,208,20814,,Micro Finance Expansion Project,,,
Papua New Guinea,2012,aggr,0.0,Administration,208,20815,,PNG Microfinance Expansion Project,,,
Papua New Guinea,2012,aggr,1502700.0,Administration,208,2083,,Macro Economic Policy Analysis & Co-ordination,,,
Papua New Guinea,2012,aggr,6085400.0,Administration,208,2084,,Sectoral Policy Analysis and Government Budgeting,,,
Papua New Guinea,2012,aggr,5803200.0,Administration,208,2085,,General Administration,,,
Papua New Guinea,2012,aggr,3084100.0,Administration,208,2086,,Treasury Operations,,,
Papua New Guinea,2013,aggr,0.0,Administration,208,2081,,Macro Economic Policy Analysis & Co-ordination,,,
Papua New Guinea,2013,aggr,120000000.0,Administration,208,20812,,Infrastructure Development Grant,,,
Papua New Guinea,2013,aggr,50000000.0,Administration,208,20813,,High Impact Roads Feasibility Study (UBSA),,,
Papua New Guinea,2013,aggr,6534000.0,Administration,208,20814,,Micro Finance Expansion Project,,,
Papua New Guinea,2013,aggr,3637000.0,Administration,208,20815,,PNG Microfinance Expansion Project,,,
Papua New Guinea,2013,aggr,2076600.0,Administration,208,2083,,Macro Economic Policy Analysis & Co-ordination,,,
Papua New Guinea,2013,aggr,6298900.0,Administration,208,2084,,Sectoral Policy Analysis and Government Budgeting,,,
Papua New Guinea,2013,aggr,4822900.0,Administration,208,2085,,General Administration,,,
Papua New Guinea,2013,aggr,5606900.0,Administration,208,2086,,Treasury Operations,,,
Papua New Guinea,2014,aggr,1474200.0,Administration,208,2081,,Macro Economic Policy Analysis & Co-ordination,,,
Papua New Guinea,2014,aggr,120000000.0,Administration,208,20812,,Infrastructure Development Grant,,,
Papua New Guinea,2014,aggr,50000000.0,Administration,208,20813,,High Impact Roads Feasibility Study (UBSA),,,
Papua New Guinea,2014,aggr,21552000.0,Administration,208,20814,,Micro Finance Expansion Project,,,
Papua New Guinea,2014,aggr,3934000.0,Administration,208,20815,,PNG Microfinance Expansion Project,,,
Papua New Guinea,2014,aggr,5651400.0,Administration,208,2083,,Macro Economic Policy Analysis & Co-ordination,,,
Papua New Guinea,2014,aggr,6876600.0,Administration,208,2084,,Sectoral Policy Analysis and Government Budgeting,,,
Papua New Guinea,2014,aggr,5278400.0,Administration,208,2085,,General Administration,,,
Papua New Guinea,2014,aggr,5731900.0,Administration,208,2086,,Treasury Operations,,,
Papua New Guinea,2013,aggr,7451900.0,Administration,209,,,Registrar For Politcal Parties,,0.1,
Papua New Guinea,2012,aggr,6867700.0,Administration,209,,,Registrar For Politcal Parties,,,
Papua New Guinea,2014,aggr,7472300.0,Administration,209,,,Registrar For Politcal Parties,,0.0,
Papua New Guinea,2013,aggr,44262000.0,Administration,211,,,PNG Customs Service,,0.0,
Papua New Guinea,2012,aggr,44907200.0,Administration,211,,,PNG Customs Service,,,
Papua New Guinea,2014,aggr,63498200.0,Administration,211,,,PNG Customs Service,,0.4,
Papua New Guinea,2012,aggr,1396100.0,Administration,211,2111,,Commercial Trade and Compliance,,,
Papua New Guinea,2012,aggr,1892000.0,Administration,211,2112,,Enforcement,,,
Papua New Guinea,2012,aggr,3549100.0,Administration,211,2113,,Southern Region,,,
Papua New Guinea,2012,aggr,2976300.0,Administration,211,2114,,Northern Region,,,
Papua New Guinea,2012,aggr,2395800.0,Administration,211,2115,,Islands Region,,,
Papua New Guinea,2012,aggr,2191800.0,Administration,211,2116,,Information and Communication Technology,,,
Papua New Guinea,2012,aggr,445400.0,Administration,211,2117,,PNG Customs Modernisation Services,,,
Papua New Guinea,2012,aggr,2869300.0,Administration,211,2118,,Executive Unit,,,
Papua New Guinea,2012,aggr,711200.0,Administration,211,2119,,Office Of Commissioner,,,
Papua New Guinea,2012,aggr,5837400.0,Administration,211,21191,,Corporate Services,,,
Papua New Guinea,2012,aggr,827700.0,Administration,211,21192,,Border Management,,,
Papua New Guinea,2012,aggr,427600.0,Administration,211,21193,,Internal Audits,,,
Papua New Guinea,2012,aggr,375700.0,Administration,211,21194,,Internal Affairs,,,
Papua New Guinea,2012,aggr,1311800.0,Administration,211,21195,,Container Examination Facility,,,
Papua New Guinea,2012,aggr,10000000.0,Administration,211,21196,,Customs Container Scanning Equipment Purchase,,,
Papua New Guinea,2012,aggr,7700000.0,Administration,211,21197,,Customs Institutional Housing,,,
Papua New Guinea,2012,aggr,0.0,Administration,211,21198,,Automated System for Customs Data (ASYCUDA),,,
Papua New Guinea,2013,aggr,2346900.0,Administration,211,2111,,Commercial Trade and Compliance,,,
Papua New Guinea,2013,aggr,2952400.0,Administration,211,2112,,Enforcement,,,
Papua New Guinea,2013,aggr,5484100.0,Administration,211,2113,,Southern Region,,,
Papua New Guinea,2013,aggr,5031600.0,Administration,211,2114,,Northern Region,,,
Papua New Guinea,2013,aggr,3541300.0,Administration,211,2115,,Islands Region,,,
Papua New Guinea,2013,aggr,3556800.0,Administration,211,2116,,Information and Communication Technology,,,
Papua New Guinea,2013,aggr,690400.0,Administration,211,2117,,PNG Customs Modernisation Services,,,
Papua New Guinea,2013,aggr,2540700.0,Administration,211,2118,,Executive Unit,,,
Papua New Guinea,2013,aggr,889800.0,Administration,211,2119,,Office Of Commissioner,,,
Papua New Guinea,2013,aggr,4410000.0,Administration,211,21191,,Corporate Services,,,
Papua New Guinea,2013,aggr,1256500.0,Administration,211,21192,,Border Management,,,
Papua New Guinea,2013,aggr,938300.0,Administration,211,21193,,Internal Audits,,,
Papua New Guinea,2013,aggr,678800.0,Administration,211,21194,,Internal Affairs,,,
Papua New Guinea,2013,aggr,1944400.0,Administration,211,21195,,Container Examination Facility,,,
Papua New Guinea,2013,aggr,5000000.0,Administration,211,21196,,Customs Container Scanning Equipment Purchase,,,
Papua New Guinea,2013,aggr,3000000.0,Administration,211,21197,,Customs Institutional Housing,,,
Papua New Guinea,2013,aggr,0.0,Administration,211,21198,,Automated System for Customs Data (ASYCUDA),,,
Papua New Guinea,2014,aggr,2661200.0,Administration,211,2111,,Commercial Trade and Compliance,,,
Papua New Guinea,2014,aggr,3121000.0,Administration,211,2112,,Enforcement,,,
Papua New Guinea,2014,aggr,6589900.0,Administration,211,2113,,Southern Region,,,
Papua New Guinea,2014,aggr,5789900.0,Administration,211,2114,,Northern Region,,,
Papua New Guinea,2014,aggr,5390200.0,Administration,211,2115,,Islands Region,,,
Papua New Guinea,2014,aggr,4722400.0,Administration,211,2116,,Information and Communication Technology,,,
Papua New Guinea,2014,aggr,777000.0,Administration,211,2117,,PNG Customs Modernisation Services,,,
Papua New Guinea,2014,aggr,2817400.0,Administration,211,2118,,Executive Unit,,,
Papua New Guinea,2014,aggr,1611400.0,Administration,211,2119,,Office Of Commissioner,,,
Papua New Guinea,2014,aggr,5807400.0,Administration,211,21191,,Corporate Services,,,
Papua New Guinea,2014,aggr,1687300.0,Administration,211,21192,,Border Management,,,
Papua New Guinea,2014,aggr,1071900.0,Administration,211,21193,,Internal Audits,,,
Papua New Guinea,2014,aggr,1393000.0,Administration,211,21194,,Internal Affairs,,,
Papua New Guinea,2014,aggr,2058200.0,Administration,211,21195,,Container Examination Facility,,,
Papua New Guinea,2014,aggr,10000000.0,Administration,211,21196,,Customs Container Scanning Equipment Purchase,,,
Papua New Guinea,2014,aggr,5000000.0,Administration,211,21197,,Customs Institutional Housing,,,
Papua New Guinea,2014,aggr,3000000.0,Administration,211,21198,,Automated System for Customs Data (ASYCUDA),,,
Papua New Guinea,2013,aggr,19429100.0,Administration,212,,,Information Technology Division,,0.1,
Papua New Guinea,2012,aggr,17570200.0,Administration,212,,,Information Technology Division,,,
Papua New Guinea,2014,aggr,19778800.0,Administration,212,,,Information Technology Division,,0.0,
Papua New Guinea,2013,aggr,23322800.0,Administration,213,,,PNG Fire Services,,0.0,
Papua New Guinea,2012,aggr,24311100.0,Administration,213,,,PNG Fire Services,,,
Papua New Guinea,2014,aggr,22616400.0,Administration,213,,,PNG Fire Services,,0.0,
Papua New Guinea,2012,aggr,4056700.0,Administration,213,2131,,Civil Fire Management,,,
Papua New Guinea,2012,aggr,10945000.0,Administration,213,2132,,Fire Fighting Brigade Operations,,,
Papua New Guinea,2012,aggr,423100.0,Administration,213,2133,,Community Safety,,,
Papua New Guinea,2012,aggr,1167500.0,Administration,213,2134,,Training College,,,
Papua New Guinea,2012,aggr,624700.0,Administration,213,2135,,Corporate Services Division,,,
Papua New Guinea,2012,aggr,2366600.0,Administration,213,2136,,Strengthening of Civil Fire Services,,,
Papua New Guinea,2012,aggr,0.0,Administration,213,2137,,Rationalisation of PNG Emergency Services,,,
Papua New Guinea,2012,aggr,606100.0,Administration,213,2138,,NCD Command,,,
